"","dt","date","name","indday","u","v","w","alfa","tag2"
"5",2016-09-06 06:02:24,2016-09-06,"Ben","Ben_06093",2.25486982405168,2.75266399342278,3.55831378381743,39.3229326404457,6
"10",2016-09-06 11:22:25,2016-09-06,"Ben","Ben_06093",1.17290573382459,2.41150728662113,2.68161802907599,25.9373005817029,12
"15",2016-09-06 18:23:33,2016-09-06,"Ben","Ben_06093",-1.83356952642762,0.975392585666991,2.07686492204431,-61.9886398401851,18
"26",2016-09-07 05:58:30,2016-09-07,"Ben","Ben_06094",-3.55424438958916,4.11874266745258,5.44028439896486,-40.7923550788574,6
"31",2016-09-07 12:29:55,2016-09-07,"Ben","Ben_06094",-4.73606872250856,2.26417020675117,5.24945841677629,-64.4489570705592,12
"35",2016-09-07 17:30:05,2016-09-07,"Ben","Ben_06094",-4.3364233219525,1.97291220808619,4.76413159012102,-65.5362207672939,18
"47",2016-09-08 05:34:57,2016-09-08,"Ben","Ben_06095",11.602941132657,1.29007589278491,11.674439547021,83.6556123325531,6
"52",2016-09-08 11:35:38,2016-09-08,"Ben","Ben_06095",5.71282573806498,-1.71613392307909,5.96502251089135,106.720277748333,12
"58",2016-09-08 18:06:47,2016-09-08,"Ben","Ben_06095",0.81193079492834,-2.84786932660118,2.96134957699168,164.08708858565,18
"69",2016-09-09 05:43:33,2016-09-09,"Ben","Ben_06096",-2.96615619740393,-1.54642578238979,3.34507328586947,-117.535591307583,6
"74",2016-09-09 11:45:00,2016-09-09,"Ben","Ben_06096",-0.701083514629829,0.426768267440232,0.820761383460291,-58.670008375217,12
"79",2016-09-09 17:45:36,2016-09-09,"Ben","Ben_06096",-0.200536108191422,0.560378076250002,0.595179232693997,-19.6901853106951,18
"91",2016-09-10 05:50:37,2016-09-10,"Ben","Ben_06097",0.296270151647907,-1.37685791338924,1.40837271928281,167.856347499548,6
"97",2016-09-10 12:22:31,2016-09-10,"Ben","Ben_06097",1.87477391199872,-0.956402805100741,2.10463382722875,117.028083734882,12
"101",2016-09-10 17:52:30,2016-09-10,"Ben","Ben_06097",0.724226197824181,-2.04100747067464,2.16569043978233,160.463401398255,18
"112",2016-09-11 06:03:12,2016-09-11,"Ben","Ben_06098",-4.28740037282036,-0.378137477153423,4.30404343710517,-95.0402954886156,6
